first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,first_name,second_name,id
Pape,Souaré,0,0,1,1,0,0.1,1,0,0,3,0.1,0,0,0,0.1,42,Pape,Souaré,443
Connor,Wickham,0,1,8,60,1,41.9,23.2,53,0,20,11.8,0,0,0,0.1,49,Connor,Wickham,444
Ben,Foster,0,0,119,2970,48,50,855.6,1,11,623,90.8,7,0,1,7.8,46,Ben,Foster,445
Ken,Sema,1,2,35,657,8,80.2,116.4,140,1,89,33.4,3,0,1,0.1,46,Ken,Sema,446
Jack,Wilshere,0,1,11,338,9,44.8,64.4,11,0,67,12,1,0,2,0.8,48,Jack,Wilshere,447
Morgan,Gibbs-White,0,1,31,565,12,125.3,54.2,64,0,83,24.2,3,0,1,0.5,43,Morgan,Gibbs-White,448
Rafa,Mir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,Rafa,Mir,449
Lucas,Torreira,2,4,73,2117,30,278.4,410.6,178,6,385,86.9,5,1,6,2.6,47,Lucas,Torreira,450
Matteo,Guendouzi,0,0,43,1899,26,269,292.4,126,0,285,68.8,3,0,6,1.7,44,Matteo,Guendouzi,451
Angus,Gunn,0,0,40,720,10,0,186.6,0,4,162,18.6,3,0,0,0.9,43,Angus,Gunn,452
Andriy,Yarmolenko,2,1,27,456,6,84.6,86,122,2,88,29.1,1,0,2,0.5,67,Andriy,Yarmolenko,453
Rui Pedro,dos Santos Patrício,0,0,100,2880,42,0,652.8,0,4,508,65,6,0,0,8.1,45,Rui Pedro,dos Santos Patrício,454
Maxime,Le Marchand,0,1,25,1890,48,126.9,497.6,77,1,333,70.5,1,0,4,0.1,42,Maxime,Le Marchand,455
Jean Michael,Seri,1,3,69,2161,54,809,447.6,157,6,404,141.5,2,0,6,1.3,49,Jean Michael,Seri,456
Danny,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,Danny,Ward,457
Robert Kenedy,Nunes do Nascimento,1,1,48,1271,17,175.8,206.8,289,1,155,67.2,6,0,1,0.5,47,Robert Kenedy,Nunes do Nascimento,458
Jorge Luiz,Frello Filho,2,0,87,2796,34,532.9,629.2,87,4,518,125,14,0,7,5.9,46,Jorge Luiz,Frello Filho,459
Cyrus,Christie,0,0,28,1714,38,278.6,359,88,0,220,72.5,2,0,6,0.1,42,Cyrus,Christie,460
Erik,Durm,0,1,47,1824,37,194.3,239.6,114,2,264,55,3,0,0,0.1,44,Erik,Durm,461
Xherdan,Shaqiri,6,4,83,1011,6,311.7,343.6,281,4,282,93.6,7,0,2,2.1,68,Xherdan,Shaqiri,462
Jannik,Vestergaard,0,0,50,2027,31,76.6,576.6,104,0,396,75.9,4,0,2,0.3,46,Jannik,Vestergaard,463
Fabián,Balbuena,1,0,46,1653,29,37,433.4,197,3,296,66.9,3,0,2,0.3,42,Fabián,Balbuena,464
Felipe Anderson,Pereira Gomes,9,5,145,2775,46,925.5,813.4,719,18,569,245.7,6,0,3,9.3,69,Felipe Anderson,Pereira Gomes,465
Yves,Bissouma,0,0,36,1458,27,183.6,184,186,0,141,55.4,2,0,4,0,46,Yves,Bissouma,466
Greg,Cunninghamm,0,0,9,630,17,69.7,106.4,19,0,72,19.6,1,0,3,0,41,Greg,Cunninghamm,467
Alisson,Ramses Becker,0,0,156,3060,20,0.1,603.6,0,9,675,60.2,18,0,1,23.3,59,Alisson,Ramses Becker,468
Kevin,Mirallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,Kevin,Mirallas,469
Sandro,Ramírez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,54,Sandro,Ramírez,470
Adama,Diakhaby,0,1,18,547,16,80.6,40,115,0,37,23.4,1,0,1,0,45,Adama,Diakhaby,471
Daniel,Sturridge,2,1,30,336,3,91.7,117.4,170,2,113,37.6,1,0,1,0.9,56,Daniel,Sturridge,472
Diego,Rico,0,0,8,606,19,171.6,107.4,36,0,89,31.4,0,0,1,0,41,Diego,Rico,473
Fabricio,Agosto Ramírez,0,0,8,180,5,0,115.2,0,2,47,11.5,0,0,0,0.2,42,Fabricio,Agosto Ramírez,474
João Filipe Iria,Santos Moutinho,1,8,106,2588,35,995.8,703.6,64,11,526,176.6,7,0,3,5.6,52,João Filipe Iria,Santos Moutinho,475
Alireza,Jahanbakhsh,0,0,27,831,12,91.2,85,151,0,51,32.6,4,0,2,0.6,67,Alireza,Jahanbakhsh,476
Sullay,Kaikai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,Sullay,Kaikai,477
André,Schürrle,6,0,75,1638,43,310.6,361.8,474,2,260,114,2,0,2,2.1,55,André,Schürrle,478
Matt,Targett,0,3,28,1095,23,362.1,273.2,124,3,207,76,0,0,2,0.1,42,Matt,Targett,479
Aleksandar,Mitrovic,10,4,123,2920,73,462,604.6,1492,12,324,256.2,3,0,6,10.6,63,Aleksandar,Mitrovic,480
Andreas,Pereira,1,1,24,433,9,70.3,103.4,33,2,90,20.5,1,0,3,0.3,45,Andreas,Pereira,481
Fabian,Schär,3,1,74,1662,18,134.3,563.4,189,6,335,88.7,6,0,11,1.4,46,Fabian,Schär,482
Jonathan,Castro Otto,1,1,76,2353,35,341.4,443.4,322,5,375,110.7,6,0,6,2.9,43,Jonathan,Castro Otto,483
Lucas,Digne,3,4,124,2610,36,949.1,755.4,248,15,616,195.3,10,1,4,8.3,53,Lucas,Digne,484
Anders,Lindegaard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,Anders,Lindegaard,485
Max,Meyer,1,3,52,1153,18,269.5,204.2,386,0,191,85.9,5,0,3,0.2,55,Max,Meyer,486
Alfie,Mawson,0,0,18,1035,22,22.4,234.6,29,2,155,28.6,1,0,2,0.1,47,Alfie,Mawson,487
Yoshinori,Muto,1,0,22,480,10,56.1,67.6,136,0,60,25.5,1,0,0,0.1,56,Yoshinori,Muto,488
Robert,Snodgrass,2,5,82,2067,32,911,437,340,9,347,168.6,4,0,8,1.1,50,Robert,Snodgrass,489
Joe,Hart,0,0,69,1710,41,10.1,594.6,0,7,378,60.3,4,0,0,4.6,42,Joe,Hart,490
Ben,Gibson,1,0,6,62,3,0.4,42.4,33,0,17,7.6,0,0,1,0.1,48,Ben,Gibson,491
Rachid,Ghezzal,1,0,28,733,13,307,147.8,228,2,112,68.3,1,0,3,0.1,50,Rachid,Ghezzal,492
Salomón,Rondón,9,5,121,2241,26,425.1,519.2,989,18,373,193,8,0,1,7.1,59,Salomón,Rondón,493
Jefferson,Lerma,1,2,60,2145,40,194.1,423.4,163,4,333,78.2,8,0,11,0.3,45,Jefferson,Lerma,494
Matej,Vydra,1,1,19,274,7,33.3,69.4,112,0,55,21.2,0,0,1,0,56,Matej,Vydra,495
Tammy,Abraham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,54,Tammy,Abraham,496
Georges-Kévin,Nkoudou,0,1,4,4,0,14.3,19,0,0,17,3.3,0,0,0,0,48,Georges-Kévin,Nkoudou,497
Kepa,Arrizabalaga,0,0,131,2970,36,0.1,623,0,7,633,62.2,13,0,2,5.3,54,Kepa,Arrizabalaga,498
Mateo,Kovacic,0,2,59,1501,18,426.1,268,273,2,292,97,8,0,1,0.7,57,Mateo,Kovacic,499
Adama,Traoré,1,1,41,860,12,260.9,218,263,2,170,74.1,1,0,1,0.3,51,Adama,Traoré,500
Filip,Benkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Filip,Benkovic,501
Lucas,Pérez,2,0,24,436,12,86.8,96,112,3,94,29.4,0,0,0,0.1,62,Lucas,Pérez,502
Martín,Montoya,0,1,42,2070,40,278.8,427,58,1,342,76.5,3,0,4,0.2,43,Martín,Montoya,503
Víctor,Camarasa,5,4,100,2398,51,758.3,505,353,5,385,161.7,8,0,6,2.8,45,Víctor,Camarasa,504
Jordan,Ayew,1,2,40,1087,12,169.5,130.8,369,2,98,66.8,5,0,3,0.2,57,Jordan,Ayew,505
Yerry,Mina,1,0,35,801,11,37.2,185.6,59,2,166,28.1,3,0,3,0.5,54,Yerry,Mina,506
Bernard,Anício Caldeira Duarte,1,4,77,1799,18,495.9,325.6,300,5,269,112.2,10,0,5,0.2,59,Bernard,Anício Caldeira Duarte,507
André Filipe,Tavares Gomes,1,2,63,1952,27,153.3,267.2,207,2,267,62.8,9,0,7,0.2,54,André Filipe,Tavares Gomes,508
Sergio,Rico,0,0,64,2250,51,20.3,686.8,0,3,427,70.7,3,0,0,0.4,44,Sergio,Rico,509
Joe,Bryan,0,1,36,1984,49,314.9,400,170,1,325,88.5,3,0,4,0.1,48,Joe,Bryan,510
Timothy,Fosu-Mensah,0,0,14,791,18,100.3,136.4,28,1,119,26.4,1,0,3,0.3,45,Timothy,Fosu-Mensah,511
André-Frank,Zambo Anguissa,0,0,27,1157,28,109.7,235.6,99,0,185,44.4,1,1,1,0.1,44,André-Frank,Zambo Anguissa,512
Luciano,Vietto,1,4,47,980,21,306.8,206.2,346,4,171,85.6,1,0,1,0.4,53,Luciano,Vietto,513
Isaac,Mbenza,0,1,25,631,16,84.2,62,134,0,85,27.7,0,0,1,0,59,Isaac,Mbenza,514
Çaglar,Söyüncü,0,0,9,371,4,6.8,76.6,22,0,48,10.6,0,0,1,0,48,Çaglar,Söyüncü,515
Federico,Fernández,0,2,43,1350,23,52.8,318.4,68,5,250,44,3,0,2,0.2,44,Federico,Fernández,516
Domingos,Quina,1,0,17,334,5,40.2,69,22,2,68,13.1,0,0,0,0.1,44,Domingos,Quina,517
Carlos,Sánchez,0,0,7,217,4,27.7,20.2,24,0,37,7.2,0,0,0,0.1,43,Carlos,Sánchez,518
Leander,Dendoncker,1,0,33,1088,17,92.1,262,167,1,152,52.2,2,0,1,0.6,43,Leander,Dendoncker,519
Lee,Grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,Lee,Grant,520
Ibrahima,Cissé,0,0,4,86,4,2.1,11.6,0,0,16,1.4,0,0,0,0.1,43,Ibrahima,Cissé,521
Jon Gorenc,Stankovic,1,0,22,545,15,27.4,139.8,83,2,109,25,2,0,2,3.1,39,Jon Gorenc,Stankovic,522
Luke,Amos,0,0,1,2,0,0.1,2.2,0,0,3,0.2,0,0,0,0.1,43,Luke,Amos,523
Isaac,Success Ajayi,1,1,39,987,20,270.6,139.6,316,0,120,72.4,2,0,3,2.2,45,Isaac,Success Ajayi,524
Kortney,Hause,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,Kortney,Hause,525
Kurt,Zouma,2,2,91,2253,37,79.7,512.6,187,10,451,78.3,7,1,3,0.7,50,Kurt,Zouma,526
Nampalys,Mendy,0,1,56,2073,29,135.5,233.6,23,0,283,39.3,7,0,5,0.9,44,Nampalys,Mendy,527
Kieran,Dowell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Kieran,Dowell,528
Arijanet,Muric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Arijanet,Muric,529
Jamie,Sterry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,Jamie,Sterry,530
Sean,Longstaff,1,1,26,686,9,71.8,130.4,106,1,117,30.9,3,0,2,0.1,45,Sean,Longstaff,531
Tyias,Browning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,Tyias,Browning,532
Ryan,Schofield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,Ryan,Schofield,533
Dwight,McNeil,3,4,68,1326,20,392.5,358.6,277,6,273,102.6,5,0,2,0.8,44,Dwight,McNeil,534
Kadeem,Harris,1,1,24,365,6,87.7,90.4,89,0,80,26.7,1,0,1,0,45,Kadeem,Harris,535
Paulo,Gazzaniga,0,0,10,180,1,0,55.6,0,0,48,5.5,1,0,0,0,45,Paulo,Gazzaniga,536
Brian,Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,Brian,Murphy,537
Alfie,Whiteman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,Alfie,Whiteman,538
Grady,Diangana,0,1,22,533,13,171.9,112.8,162,0,78,44.4,1,0,0,0,45,Grady,Diangana,539
Oliver,Skipp,0,0,11,201,1,19.8,31.4,12,0,36,6.5,2,0,0,0,45,Oliver,Skipp,540
Zeze Steven,Sessegnon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,Zeze Steven,Sessegnon,541
Emiliano,Martínez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,Emiliano,Martínez,542
Divock,Origi,2,1,25,284,2,41.9,103.4,137,1,89,28.1,2,0,0,0.1,50,Divock,Origi,543
Ben,Wilmot,0,0,1,26,2,0.3,7.2,0,0,8,0.8,0,0,0,0.1,40,Ben,Wilmot,544
Emile,Smith-Rowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Emile,Smith-Rowe,545
Zech,Medley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,Zech,Medley,546
Joe,Powell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Joe,Powell,547
Conor,Coventry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Conor,Coventry,548
Juan,Foyth,1,0,31,705,9,24.8,204.2,46,3,145,27.6,3,0,3,0.2,50,Juan,Foyth,549
Michael,Obafemi,1,1,13,134,3,27.4,62.6,127,0,46,21.6,0,0,1,0,50,Michael,Obafemi,550
Viktor,Gyokeres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,Viktor,Gyokeres,551
Edward,Nketiah,0,0,2,5,0,0,2,0,0,8,0.2,0,0,0,0,50,Edward,Nketiah,552
Frederick,Woodman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,Frederick,Woodman,553
Adalberto,Peñaranda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Adalberto,Peñaranda,554
Ryan John,Giles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Ryan John,Giles,555
Yan,Valery,2,0,46,1427,22,100.4,277.8,116,0,209,49,3,1,3,3.3,41,Yan,Valery,556
Rafael,Camacho,0,0,1,1,1,0,2,0,0,3,0.2,0,0,0,0,50,Rafael,Camacho,557
Josh,Knight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Josh,Knight,558
Ben,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Ben,White,559
Alexandre Nascimento,Costa Silva,0,0,1,17,0,10.3,2,36,0,3,4.8,0,0,0,0.2,45,Alexandre Nascimento,Costa Silva,560
Timothy,Eyoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Timothy,Eyoma,561
Tyreke,Johnson,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,45,Tyreke,Johnson,562
Bukayo,Saka,0,0,1,7,0,0,0,0,0,3,0,0,0,0,0,45,Bukayo,Saka,563
Abd-Al-Ali Morakinyo Olaposi,Koiki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Abd-Al-Ali Morakinyo Olaposi,Koiki,564
Kayne,Ramsay,0,0,1,90,3,0,11.2,0,0,9,1.1,0,0,0,0,40,Kayne,Ramsay,565
Joseph,Willock,0,0,1,2,1,0,1,0,0,3,0.1,0,0,0,0,45,Joseph,Willock,566
Max,Kilman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Max,Kilman,567
Angel,Gomes,0,0,1,9,1,0.3,5.2,17,0,3,2.3,0,0,0,0,50,Angel,Gomes,568
Samir,Nasri,0,2,14,243,2,86.6,49.8,28,0,61,16.4,1,0,0,0.2,49,Samir,Nasri,569
Callum,Slattery,0,0,4,110,1,2.6,15.8,24,0,12,4.2,0,0,0,0,45,Callum,Slattery,570
Harvey,Barnes,0,3,33,909,15,201.9,117.8,471,0,104,78.9,1,0,0,0.3,55,Harvey,Barnes,571
Max,Sanders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Max,Sanders,572
Rhys,Healey,0,0,2,31,0,0.6,1.2,2,0,4,0.4,0,0,0,0.1,45,Rhys,Healey,573
Sam,Gallagher,0,0,4,32,1,0.3,0,0,0,6,0,0,0,0,0.2,45,Sam,Gallagher,574
Ryan,Babel,4,4,60,962,24,232.2,266.4,315,7,198,81.4,1,0,3,0.5,55,Ryan,Babel,575
Joe,Tupper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Joe,Tupper,576
Callum,Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Callum,Roberts,577
Kazaiah,Sterling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Kazaiah,Sterling,578
Gonzalo,Higuaín,3,0,36,757,12,177.8,151.4,408,5,126,73.6,3,0,0,2.1,92,Gonzalo,Higuaín,579
Chris,Mepham,0,0,20,731,14,3,143.8,16,0,125,16.4,2,0,1,0.1,45,Chris,Mepham,580
Carl,Jenkinson,0,0,3,120,2,14.1,21.6,8,0,12,4.4,0,0,0,0,45,Carl,Jenkinson,581
Dan,Burn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Dan,Burn,582
Josh,Benson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Josh,Benson,583
Lucas,Perri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Lucas,Perri,584
Karlan,Grant,2,2,32,578,15,81.9,92.8,213,3,94,38.8,1,0,0,0.1,50,Karlan,Grant,585
Denis,Suárez,0,0,4,67,1,4.8,8.4,0,0,11,1.4,0,0,0,0.1,57,Denis,Suárez,586
Miguel,Almirón,0,2,26,695,10,175.3,98,202,0,93,47.5,3,0,0,0.8,60,Miguel,Almirón,587
Antonio,Barreca,0,0,1,4,0,0,0.2,0,0,3,0,0,0,0,0,41,Antonio,Barreca,588
Leandro,Bacuna,0,0,5,284,9,15.9,49.4,18,0,43,8.2,0,0,1,0,44,Leandro,Bacuna,589
Peter,Crouch,0,1,7,73,2,1.3,7.4,87,0,21,9.4,0,0,1,1,44,Peter,Crouch,590
Youri,Tielemans,2,4,44,743,11,211.4,214.6,165,5,190,59.2,1,0,2,2.3,61,Youri,Tielemans,591
Michy,Batshuayi,2,1,29,588,7,32.8,101.2,263,2,83,39.3,3,0,0,1.3,65,Michy,Batshuayi,592
Håvard,Nordtveit,0,1,7,360,10,31.4,91.6,0,0,67,12.3,0,0,0,0,45,Håvard,Nordtveit,593
Lazar,Markovic,0,0,1,45,1,13,6.2,4,0,3,2.3,0,0,0,0,48,Lazar,Markovic,594
Alfie,Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Alfie,Jones,595
Cameron,John,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Cameron,John,596
Curtis,Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Curtis,Jones,597
Joel,Coleman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Joel,Coleman,598
Sam,Surridge,0,0,1,10,0,1.5,0,4,0,2,0.6,0,0,0,0.1,45,Sam,Surridge,599
Kyle,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Kyle,Taylor,600
Demeaco,Duhaney,0,0,1,45,0,1.6,3.8,0,0,1,0.5,0,0,0,0,40,Demeaco,Duhaney,601
James,Garner,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,45,James,Garner,602
Tahith,Chong,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,45,Tahith,Chong,603
Philippe,Sandler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Philippe,Sandler,604
Ben,Johnson,0,0,2,62,1,0.4,7.8,0,0,6,0.8,0,0,0,0,40,Ben,Johnson,605
Matthew,Daly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Matthew,Daly,606
Aaron,Rowe,0,0,2,68,1,1.2,0,0,0,-2,0,0,0,0,0,45,Aaron,Rowe,607
Mason,Greenwood,0,0,2,25,0,1.2,1.4,2,0,4,0.4,0,0,0,0.1,45,Mason,Greenwood,608
Sam,Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Sam,Woods,609
Harvey,Elliott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,Harvey,Elliott,610
Nathan,Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,Nathan,Holland,611
George,Marsh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,George,Marsh,612
